0,0,6.671717947769884,0.04856761727193617
0,100,6.460994355524385,0.04615484229497466
0,200,6.205451259355121,0.043421782413208126
0,300,5.9785894559089,0.041015150367539034
0,350,5.898642951779887,0.039677117208677996
0,400,5.811386606971447,0.03856496042645699
0,450,5.740886246786703,0.03766265460126665
0,500,5.707157521617212,0.03738856003667023
0,550,5.758008139897242,0.037463298814765615
0,600,5.749022535995185,0.04843350892960913
50,350,6.032719482602089,0.039889692825078094
50,400,5.934143793151492,0.03874203295341247
50,450,5.8179603997982055,0.03761471316476477
50,500,5.790729776699033,0.037115343703525844
50,550,5.811152633201644,0.036991369506415496
100,350,6.223597120645907,0.040297488226631796
100,400,6.095328501251052,0.03882722188835976
100,450,5.995541619666089,0.03763700838995092
100,500,5.90261630488309,0.036870757473583135
100,550,5.892331616933477,0.03659387207214452
150,350,6.596844354876397,0.040985820545407725
150,400,6.465302911485837,0.039576149434781396
150,450,6.3120206857369965,0.03800489292355022
150,500,6.181513755455503,0.036766688260684056
150,550,6.131031274103083,0.03633696148576485
200,350,7.3077611584171365,0.04306821901046718
200,400,7.158727348893779,0.04150134732716499
200,450,6.996244458700174,0.03995221726592472
200,500,6.843584827146421,0.03835953319557602
200,550,6.72922800354081,0.03746591448188678
