0,0,5.68703322480546,0.033467440917118625
0,100,5.653167891820354,0.03337138643853332
0,200,5.68415601760186,0.033454347040872585
0,300,5.691959400659363,0.03358938961575716
0,350,5.735926756679777,0.03374222194116264
0,400,5.757700444710689,0.03385360101233486
0,450,5.8127291815962545,0.03409146695214571
0,500,5.8725260417930025,0.03424590759467861
0,550,5.904027205021478,0.03430224505059295
0,600,5.680238053785147,0.046956653966742284
50,350,5.89635127309196,0.03420254789265989
50,400,5.970166664222565,0.03440312038835613
50,450,6.031130850012167,0.034669326733561226
50,500,6.085687750426172,0.03485373030751594
50,550,6.093678515993739,0.03492774891999244
100,350,6.164508519919121,0.034982142194964656
100,400,6.263311977990349,0.035196156372659854
100,450,6.325652266562232,0.03549249388890534
100,500,6.4340932218232005,0.03575213954326386
100,550,6.465781343337751,0.03592564625881511
150,350,6.612428233429557,0.036031883301171526
150,400,6.70192524326263,0.036358339609466286
150,450,6.7907640774322875,0.03673349291374558
150,500,6.927382629304257,0.03701038095882709
150,550,7.052312168818742,0.03737052481197344
200,350,7.354226240306461,0.038409894557182855
200,400,7.497536493620283,0.03859673905746866
200,450,7.64952429517074,0.03938366635549428
200,500,7.892031471581906,0.039777010789887726
200,550,8.185934270812933,0.040052833121476526
